20200610232031.045059-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\backgroundTaskHost.exe,"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:App.AppXskrs33yvbnt65vwp5545yw4r7nkv3h5t.mca,10104,1116,N/A
20200610232114.898233-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\svchost.exe,C:\Windows\system32\svchost.exe -k BcastDVRUserService -s BcastDVRUserService,3868,736,N/A
20200610232115.947713-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,21112,1116,N/A
20200610232120.360739-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\backgroundTaskHost.exe,"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca,2756,1116,N/A
20200610232125.069690-180,None\None,None,None,20368,736,N/A
20200610232137.953429-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\notepad.exe,"C:\Windows\system32\notepad.exe" ,23260,9560,N/A
20200610232200.206454-180,None\None,None,None,11352,1116,N/A
20200610232200.298524-180,DESKTOP-JVEKBVD\Gregorio,None,None,16532,23168,N/A
20200610232200.264768-180,None\None,None,None,22704,1116,N/A
20200610232202.201430-180,None\None,None,None,11648,11480,N/A
20200610232347.494054-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\DllHost.exe,C:\Windows\system32\DllHost.exe /Processid:{7966B4D8-4FDC-4126-A10B-39A3209AD251},21220,1116,N/A
20200610232348.895309-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\backgroundTaskHost.exe,"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca,20784,1116,N/A
20200610232348.842249-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\svchost.exe,C:\Windows\system32\svchost.exe -k BcastDVRUserService -s BcastDVRUserService,23124,736,N/A
20200610232352.855437-180,None\None,None,None,13308,14456,N/A
20200610232353.162534-180,None\None,None,None,19476,3744,N/A
20200610232354.213112-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,22804,1116,N/A
20200610232355.473626-180,DESKTOP-JVEKBVD\Gregorio,None,None,5808,9560,N/A
20200610232355.360398-180,None\None,None,None,6444,1116,N/A
20200610232355.446567-180,None\None,None,None,9112,1116,N/A
20200610232356.237007-180,DESKTOP-JVEKBVD\Gregorio,None,None,21368,5808,N/A
20200610232417.351902-180,None\None,None,None,6872,11480,N/A
20200610232423.035490-180,DESKTOP-JVEKBVD\Gregorio,None,None,14756,5808,N/A
20200610232423.567696-180,DESKTOP-JVEKBVD\Gregorio,None,None,20708,5808,N/A
20200610232433.252368-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1910.0.0_x64__8wekyb3d8bbwe\Calculator.exe,"C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1910.0.0_x64__8wekyb3d8bbwe\Calculator.exe" -ServerName:App.AppXsm3pg4n7er43kdh1qp4e79f1j7am68r8.mca,16784,1116,N/A
20200610232433.252368-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1910.0.0_x64__8wekyb3d8bbwe\Calculator.exe,"C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1910.0.0_x64__8wekyb3d8bbwe\Calculator.exe" -ServerName:App.AppXsm3pg4n7er43kdh1qp4e79f1j7am68r8.mca,16784,1116,N/A
20200610232433.775880-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,9596,1116,N/A
20200610232433.775880-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,9596,1116,N/A
20200610232440.520371-180,None\None,None,None,13732,1116,N/A
20200610232440.520371-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\DllHost.exe,C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E},13732,1116,N/A
20200610232440.557856-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\System32\Taskmgr.exe,"C:\Windows\System32\Taskmgr.exe" /2,21856,20696,N/A
20200610232440.557856-180,DESKTOP-JVEKBVD\Gregorio,None,None,21856,20696,N/A
20200610232440.463672-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\DllHost.exe,C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E},7144,1116,N/A
20200610232440.463672-180,None\None,None,None,7144,1116,N/A
20200610232531.529051-180,None\None,None,None,22988,14456,N/A
20200610232531.529051-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\consent.exe,consent.exe 14456 288 0000023322C63800,22988,14456,N/A
20200610232533.693968-180,DESKTOP-JVEKBVD\Gregorio,None,None,11048,22328,N/A
20200610232533.693968-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\conhost.exe,\??\C:\Windows\system32\conhost.exe 0x4,11048,22328,N/A
20200610232533.544594-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\DllHost.exe,C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E},17220,1116,N/A
20200610232533.544594-180,None\None,None,None,17220,1116,N/A
20200610232533.684821-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\cmd.exe,"C:\Windows\system32\cmd.exe" ,22328,9560,N/A
20200610232533.684821-180,DESKTOP-JVEKBVD\Gregorio,None,None,22328,9560,N/A
20200610232533.655125-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\DllHost.exe,C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E},22656,1116,N/A
20200610232533.655125-180,None\None,None,None,22656,1116,N/A
20200610232555.198187-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\bin\git.exe,git.exe fetch,10112,23000,N/A
20200610232555.198187-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\bin\git.exe,git.exe fetch,10112,23000,N/A
20200610232555.165708-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\cmd\git.exe,"C:\Program Files\Git\cmd\git.exe" fetch,12700,16488,N/A
20200610232555.165708-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\cmd\git.exe,"C:\Program Files\Git\cmd\git.exe" fetch,12700,16488,N/A
20200610232555.224570-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\libexec\git-core\git.exe,git remote-https origin https://github.com/greghonox/GERADOR-DE-GRUPOS-WHATSAPP.git,14216,18408,N/A
20200610232555.224570-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\libexec\git-core\git.exe,git remote-https origin https://github.com/greghonox/GERADOR-DE-GRUPOS-WHATSAPP.git,14216,18408,N/A
20200610232555.204904-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\bin\git.exe,git.exe fetch,18408,7904,N/A
20200610232555.204904-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\bin\git.exe,git.exe fetch,18408,7904,N/A
20200610232555.172946-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\conhost.exe,\??\C:\Windows\system32\conhost.exe 0x4,18544,7904,N/A
20200610232555.172946-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\conhost.exe,\??\C:\Windows\system32\conhost.exe 0x4,18544,7904,N/A
20200610232555.802777-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\usr\bin\sh.exe,sh -c "git credential-manager get" "git credential-manager get",19728,22792,N/A
20200610232555.802777-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\usr\bin\sh.exe,sh -c "git credential-manager get" "git credential-manager get",19728,22792,N/A
20200610232555.201566-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\bin\git.exe,git.exe fetch,20284,12700,N/A
20200610232555.201566-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\bin\git.exe,git.exe fetch,20284,12700,N/A
20200610232555.169789-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\conhost.exe,\??\C:\Windows\system32\conhost.exe 0x4,21036,12700,N/A
20200610232555.169789-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\conhost.exe,\??\C:\Windows\system32\conhost.exe 0x4,21036,12700,N/A
20200610232555.238368-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\libexec\git-core\git-remote-https.exe,git-remote-https origin https://github.com/greghonox/GERADOR-DE-GRUPOS-WHATSAPP.git,22792,14216,N/A
20200610232555.238368-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\libexec\git-core\git-remote-https.exe,git-remote-https origin https://github.com/greghonox/GERADOR-DE-GRUPOS-WHATSAPP.git,22792,14216,N/A
20200610232555.233863-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\libexec\git-core\git-remote-https.exe,git-remote-https origin https://github.com/greghonox/arvoce-da-vuda.git,4796,5092,N/A
20200610232555.220289-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\Git\mingw64\libexec\git-core\git.exe,git remote-https origin https://github.com/greghonox/arvoce-da-vuda.git,5092,20284,N/A
20200610232917.372590-180,None\None,None,None,17616,11480,N/A
20200610232917.372590-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\SearchProtocolHost.exe,"C:\Windows\system32\SearchProtocolHost.exe" Global\UsGthrFltPipeMssGthrPipe26_ Global\UsGthrCtrlFltPipeMssGthrPipe26 1 -2147483646 "Software\Microsoft\Windows Search" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)" "C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc" "DownLevelDaemon" ,17616,11480,N/A
20200610232917.485872-180,None\None,None,None,20008,11480,N/A
20200610232917.485872-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\SearchFilterHost.exe,"C:\Windows\system32\SearchFilterHost.exe" 0 792 796 804 8192 800 ,20008,11480,N/A
20200610233352.275302-180,AUTORIDADE NT\SISTEMA,None,None,20960,736,N/A
20200610233352.260732-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\backgroundTaskHost.exe,"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:App.AppXemn3t55segp7q92mwd35v2a5rk5mvwyz.mca,21704,1116,N/A
20200610233352.375252-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,22820,1116,N/A
20200610233354.566689-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\SearchFilterHost.exe,"C:\Windows\system32\SearchFilterHost.exe" 0 792 796 804 8192 800 ,11352,11480,N/A
20200610233354.507771-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\SearchProtocolHost.exe,"C:\Windows\system32\SearchProtocolHost.exe" Global\UsGthrFltPipeMssGthrPipe27_ Global\UsGthrCtrlFltPipeMssGthrPipe27 1 -2147483646 "Software\Microsoft\Windows Search" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)" "C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc" "DownLevelDaemon" ,19844,11480,N/A
20200610233435.524541-180,AUTORIDADE NT\SISTEMA,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs -p -s BITS,20548,736,N/A
20200610233438.132261-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\wbem\WmiApSrv.exe,C:\Windows\system32\wbem\WmiApSrv.exe,2100,736,N/A
20200610233439.069806-180,AUTORIDADE NT\SERVIÇO LOCAL,C:\Windows\system32\wbem\wmiprvse.exe,C:\Windows\system32\wbem\wmiprvse.exe,18472,1116,N/A
20200610233523.312770-180,DESKTOP-JVEKBVD\Gregorio,C:\Program Files\VideoLAN\VLC\vlc.exe,"C:\Program Files\VideoLAN\VLC\vlc.exe" -Iskins,11256,9560,N/A
20200610233541.042590-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\consent.exe,consent.exe 14456 588 0000023322C07390,9360,14456,N/A
20200610233542.245494-180,AUTORIDADE NT\SERVIÇO LOCAL,C:\Windows\system32\AUDIODG.EXE,C:\Windows\system32\AUDIODG.EXE 0x4f8,19452,3744,N/A
20200610233544.223534-180,DESKTOP-JVEKBVD\Gregorio,None,"C:\Program Files (x86)\GERADOR GRUPOS WHATSAPP\GERADOR DE GRUPOS WHATSAPP.exe" ,1668,9560,N/A
20200610233544.199396-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\DllHost.exe,C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E},18364,1116,N/A
20200610233544.083177-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\DllHost.exe,C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E},20120,1116,N/A
20200610233546.934154-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\conhost.exe,\??\C:\Windows\system32\conhost.exe 0x4,144,1668,N/A
20200610233557.298500-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\py.exe,"C:\Windows\py.exe" "C:\Users\Gregorio\Documents\TRABALHOS\ESTUDOS\Segurança\monitor.py" ,12708,9560,N/A
20200610233557.307852-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\conhost.exe,\??\C:\Windows\system32\conhost.exe 0x4,20672,12708,N/A
20200610233557.427229-180,DESKTOP-JVEKBVD\Gregorio,C:\Users\Gregorio\AppData\Local\Programs\Python\Python38-32\python.exe,C:\Users\Gregorio\AppData\Local\Programs\Python\Python38-32\python.exe "C:\Users\Gregorio\Documents\TRABALHOS\ESTUDOS\Segurança\monitor.py" ,23100,12708,N/A
20200610233622.786359-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\backgroundTaskHost.exe,"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:App.AppXskrs33yvbnt65vwp5545yw4r7nkv3h5t.mca,21356,1116,N/A
20200610233622.786359-180,DESKTOP-JVEKBVD\Gregorio,C:\Windows\system32\backgroundTaskHost.exe,"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:App.AppXskrs33yvbnt65vwp5545yw4r7nkv3h5t.mca,21356,1116,N/A
20200610233624.681578-180,None\None,None,None,20412,11480,N/A
20200610233624.681578-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\SearchFilterHost.exe,"C:\Windows\system32\SearchFilterHost.exe" 0 792 796 804 8192 800 ,20412,11480,N/A
20200610233640.472294-180,None\None,None,None,5364,736,N/A
20200610233640.472294-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\wbem\WmiApSrv.exe,C:\Windows\system32\wbem\WmiApSrv.exe,5364,736,N/A
20200610233733.606771-180,None\None,None,None,22172,14456,N/A
20200610233733.606771-180,AUTORIDADE NT\SISTEMA,C:\Windows\system32\consent.exe,consent.exe 14456 430 0000023322C55A00,22172,14456,N/A
20200610233735.729603-180,None\None,None,None,14900,1116,N/A
